sample_id,region,province_soil_name,soil_texture_class,climate_type,season,elevation_m,temp_c,rainfall_mm,nitrogen_pct,phosphorus_ppm,potassium_cmol,soil_ph,organic_matter_pct,moisture_pct,cation_exchange_capacity,base_saturation_pct,soil_depth_cm,bulk_density_gcc,drainage_class,near_water_body,slope_pct,farm_history,previous_crop,best_crop,top3_crops,suitability_spread,score_Palay (Rice),score_Mais (Corn),score_Cassava,score_Camote,score_Saging (Banana),score_Tubo (Sugarcane),score_Niyog (Coconut),score_Kape (Coffee),score_Kakaw (Cacao),score_Abaka (Abaca),score_Luya (Ginger),score_Langka (Jackfruit),score_Pechay,score_Sitaw (String Beans),score_Ampalaya,score_Malunggay (Moringa),score_Talong (Eggplant),score_Kamatis (Tomato),score_Sibuyas (Onion),score_Bawang (Garlic),score_Pinya (Pineapple),score_Mangga (Mango),score_Durian,score_Repolyo (Cabbage),score_Strawberry
SOIL000835,BARMM,Lanao Sandy Loam,Sandy Loam,Type IV,Wet Season,124.6,29.3,182.9,0.17,9.01,0.949,5.6,,75.1,24.8,51.7,90.0,1.42,Moderately Well Drained,0,2.4,Rotation,Corn,Saging (Banana),Saging (Banana)|Niyog (Coconut)|Kakaw (Cacao),35.4,91.3,99.9,80.8,82.0,100.0,87.6,100.0,96.7,100.0,98.2,100.0,100.0,76.3,72.2,72.9,100.0,80.5,72.4,69.0,64.6,97.9,80.4,97.2,65.7,69.2
SOIL001230,SOCCSKSARGEN,Sarangani Sandy Loam,Sandy Loam,Type IV,Dry Season,301.9,32.0,190.3,0.141,47.4,1.179,6.5,1.21,13.5,18.6,78.3,90.0,1.08,Well Drained,0,6.9,Monocrop,Coconut,Saging (Banana),Saging (Banana)|Malunggay (Moringa)|Pinya (Pineapple),39.9,57.0,94.7,94.3,90.9,96.9,86.5,88.2,67.8,77.5,74.8,73.2,92.3,87.5,93.2,89.1,96.7,94.8,88.7,85.7,77.5,95.1,93.2,73.8,81.8,83.8
SOIL006009,Cagayan Valley,Isabela Sandy Loam,Sandy Loam,Type III,Transition,146.2,27.5,197.1,0.269,58.03,0.796,6.1,2.35,35.7,,,60.0,1.43,Moderately Well Drained,0,7.4,Rotation,Unknown,Saging (Banana),Saging (Banana)|Pechay|Sitaw (String Beans),28.1,84.7,99.3,96.5,86.0,100.0,71.9,88.2,99.9,97.4,97.4,94.2,96.7,100.0,100.0,98.8,94.9,98.6,100.0,77.2,72.2,95.6,90.8,97.0,86.3,89.3
SOIL005087,Zamboanga Peninsula,Sibugay Clay,Clay,Type IV,Wet Season,285.7,30.6,149.6,0.236,14.23,1.067,6.3,2.0,71.9,17.8,73.2,60.0,1.45,Somewhat Poorly Drained,0,6.9,Virgin Land,Rice,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Mais (Corn),46.7,98.1,85.2,67.1,63.1,81.1,88.1,80.0,75.9,81.9,76.8,81.0,82.7,59.5,60.5,61.8,84.6,66.9,63.7,59.9,54.1,82.5,65.5,74.9,52.6,51.4
SOIL006460,Cagayan Valley,Cagayan Sandy Loam,Sandy Loam,Type III,Transition,58.4,23.9,142.6,0.303,33.69,3.226,6.6,3.53,53.4,29.0,100.0,30.0,1.39,Excessively Drained,0,0.0,Monocrop,Corn,Niyog (Coconut),Niyog (Coconut)|Pinya (Pineapple)|Ampalaya,31.3,77.1,94.4,87.8,83.1,96.0,68.7,100.0,89.6,93.7,88.1,92.5,90.4,95.5,97.1,99.2,92.2,95.8,92.6,80.4,74.0,100.0,95.4,86.7,88.8,87.1
SOIL000984,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Dry Season,889.9,20.2,201.9,0.171,7.04,2.883,5.6,,33.2,10.7,69.3,120.0,1.16,Poorly Drained,0,1.8,Orchard,Vegetable,Pechay,Pechay|Mais (Corn)|Talong (Eggplant),30.3,74.3,90.9,72.7,82.4,82.2,84.0,80.4,76.2,62.4,68.3,70.8,85.9,92.2,71.4,76.0,81.4,86.9,81.6,66.5,65.5,80.1,84.9,61.9,81.8,82.0
SOIL002141,Western Visayas,Iloilo Clay,Clay,Type I,Dry Season,100.9,26.8,32.1,0.241,2.0,4.1,6.4,1.99,51.0,,82.5,45.0,1.43,Well Drained,0,4.0,Orchard,Corn,Tubo (Sugarcane),Tubo (Sugarcane)|Talong (Eggplant)|Bawang (Garlic),39.2,51.4,73.6,74.5,77.5,78.5,87.3,80.0,48.1,56.2,49.0,51.4,73.8,80.9,76.6,80.7,77.4,81.6,79.0,78.7,81.6,75.4,77.4,52.4,69.4,64.1
SOIL006958,Cagayan Valley,Isabela Sandy Loam,Sandy Loam,Type III,Dry Season,78.5,25.4,138.7,0.193,11.3,1.91,7.0,1.66,34.1,16.2,80.7,150.0,1.21,Moderately Well Drained,1,0.8,Rotation,None,Cassava,Cassava|Pechay|Kamatis (Tomato),31.5,69.6,99.7,100.0,98.3,98.6,89.3,97.6,72.5,81.4,78.8,78.8,97.1,100.0,99.3,99.0,98.8,97.3,100.0,100.0,96.6,93.2,100.0,68.5,89.3,75.8
SOIL006320,Bicol Region,Albay Clay Loam,Clay Loam,Type II,Transition,276.5,27.9,110.1,0.193,,1.646,7.8,,57.7,,93.6,90.0,1.27,Poorly Drained,0,1.3,Fallow,None,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Talong (Eggplant),40.5,83.1,87.4,81.7,69.6,75.0,68.5,90.9,72.1,86.0,71.4,74.4,86.6,88.1,77.0,80.2,94.3,88.7,87.2,57.5,53.8,68.8,88.6,70.1,75.2,55.3
SOIL004348,Central Visayas,Negros Clay,Clay,Type III,Wet Season,44.6,30.4,333.2,0.224,4.0,3.438,5.5,1.94,80.9,15.6,76.2,90.0,1.37,Somewhat Poorly Drained,0,11.5,Orchard,Vegetable,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Kakaw (Cacao),63.8,90.2,75.9,52.1,57.4,79.9,85.7,78.6,73.6,82.0,79.7,74.6,76.5,45.3,41.0,42.5,73.9,56.6,37.3,33.2,27.6,77.6,62.2,80.3,26.4,36.0
SOIL003103,Northern Mindanao,Lanao Clay,Clay,Type IV,Wet Season,675.4,27.0,181.7,0.089,11.19,1.605,5.2,1.0,60.3,22.7,67.5,90.0,1.44,Moderately Well Drained,0,4.5,Monocrop,Unknown,Palay (Rice),Palay (Rice)|Langka (Jackfruit)|Malunggay (Moringa),55.1,92.6,81.8,69.3,63.8,71.6,82.3,79.9,85.6,82.2,78.5,75.5,88.2,58.4,50.1,52.2,86.7,60.1,46.1,49.9,43.4,84.9,67.6,79.8,37.5,46.3
SOIL000666,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,150.2,24.8,123.9,0.145,21.14,0.959,7.0,0.5,56.9,3.2,81.0,75.0,1.17,Well Drained,0,6.1,Virgin Land,Vegetable,Langka (Jackfruit),Langka (Jackfruit)|Mais (Corn)|Niyog (Coconut),52.9,85.5,95.5,66.4,69.4,93.2,93.2,94.3,80.8,90.7,90.3,94.2,96.5,77.2,64.1,78.7,89.6,78.9,75.9,66.4,62.1,77.8,77.8,77.3,66.4,43.6
SOIL004625,SOCCSKSARGEN,South Cotabato Loam,Loam,Type IV,Dry Season,304.0,24.5,135.6,0.17,6.61,2.168,6.4,2.41,20.1,21.6,77.6,60.0,1.61,Somewhat Poorly Drained,0,0.5,Fallow,Rice,Mais (Corn),Mais (Corn)|Malunggay (Moringa)|Sitaw (String Beans),26.0,79.3,93.4,88.5,91.3,85.5,87.3,90.0,70.6,70.7,68.7,72.3,91.9,92.4,92.7,91.8,93.2,92.3,86.4,90.9,90.5,90.6,90.2,67.4,86.4,83.2
SOIL001970,Ilocos Region,Luisiana Clay Loam,Clay Loam,Type I,Wet Season,159.2,27.8,385.7,0.248,,0.929,4.9,1.98,73.0,13.6,65.5,75.0,1.41,Well Drained,0,18.3,Rotation,Unknown,Niyog (Coconut),Niyog (Coconut)|Kakaw (Cacao)|Abaka (Abaca),68.2,88.9,92.2,71.1,57.5,88.9,91.1,100.0,92.5,100.0,100.0,87.8,98.1,61.3,46.3,54.6,90.8,59.4,57.4,44.6,42.4,80.3,79.9,97.8,39.6,31.8
SOIL005490,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Dry Season,71.3,30.5,60.5,0.197,11.07,1.221,6.1,1.93,29.7,16.5,79.5,30.0,1.54,Well Drained,1,0.3,Fallow,Corn,Kamatis (Tomato),Kamatis (Tomato)|Mais (Corn)|Pechay,34.8,68.4,98.2,84.5,86.7,95.7,94.4,95.6,63.5,74.5,70.9,73.3,95.3,97.2,86.6,97.0,96.7,96.4,98.3,85.4,81.4,86.9,97.1,68.6,83.3,80.5
SOIL002059,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Transition,58.9,29.1,182.4,0.329,16.34,2.018,6.6,,50.0,35.0,66.9,75.0,1.21,Moderately Well Drained,0,1.7,Fallow,Vegetable,Palay (Rice),Palay (Rice)|Mais (Corn)|Abaka (Abaca),39.8,100.0,100.0,81.5,77.6,97.8,77.9,96.9,97.0,98.8,100.0,100.0,95.3,93.4,88.1,100.0,90.0,99.6,100.0,66.0,60.2,85.1,99.0,94.4,85.7,74.6
SOIL003577,Eastern Visayas,Leyte Clay,Clay,Type II,Transition,256.8,29.5,240.0,0.138,6.48,0.781,6.9,1.67,34.5,15.1,,60.0,1.27,Moderately Well Drained,0,3.3,Orchard,Rice,Palay (Rice),Palay (Rice)|Cassava|Abaka (Abaca),42.9,97.1,88.5,93.1,86.8,89.1,81.4,90.3,76.5,91.2,92.0,88.9,91.6,83.5,87.5,88.5,91.6,89.1,85.4,57.1,54.2,84.9,90.6,79.5,66.8,59.6
SOIL001771,Eastern Visayas,Samar Sandy Clay,Clay,Type II,Wet Season,352.4,29.9,403.3,0.231,49.27,2.287,6.1,1.73,63.9,21.5,84.3,75.0,1.04,Well Drained,0,0.2,Virgin Land,Vegetable,Tubo (Sugarcane),Tubo (Sugarcane)|Palay (Rice)|Saging (Banana),49.8,92.2,89.6,62.7,56.3,91.8,96.0,82.5,82.7,90.5,88.0,85.2,88.2,58.9,63.4,59.9,79.6,60.3,61.8,58.1,54.5,74.6,65.2,90.8,47.1,46.2
SOIL007414,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Wet Season,230.8,31.6,197.7,0.288,7.31,2.16,5.5,2.69,23.8,22.6,46.5,75.0,1.42,Poorly Drained,1,3.7,Rotation,Vegetable,Mais (Corn),Mais (Corn)|Kakaw (Cacao)|Pinya (Pineapple),49.3,89.8,94.3,68.2,58.4,91.7,82.2,90.6,83.0,94.3,88.0,88.7,92.2,66.7,64.0,60.6,88.7,73.0,57.7,52.1,45.0,93.4,76.5,92.4,53.4,61.0
SOIL004183,Eastern Visayas,Leyte Clay,Clay,Type II,Transition,113.8,28.5,183.2,0.141,7.97,1.735,5.3,,35.0,19.1,64.2,,1.22,Well Drained,0,15.2,Rotation,Coconut,Malunggay (Moringa),Malunggay (Moringa)|Durian|Langka (Jackfruit),43.8,88.4,87.2,90.2,89.1,84.4,79.2,86.7,86.6,88.3,89.9,86.2,90.3,85.7,78.6,73.3,92.7,87.9,71.3,56.2,48.9,90.1,88.2,91.7,60.9,71.7
SOIL000017,Caraga,Surigao Clay Loam,Clay Loam,Type II,Dry Season,229.9,30.2,88.1,0.191,7.73,1.17,5.9,2.48,29.5,13.1,66.2,90.0,1.48,Moderately Well Drained,0,0.0,Rotation,None,Talong (Eggplant),Talong (Eggplant)|Mangga (Mango)|Malunggay (Moringa),30.8,76.4,96.0,86.2,90.1,94.8,92.9,96.9,71.3,76.6,69.2,76.2,97.8,95.7,88.4,97.9,98.6,100.0,96.5,79.2,81.2,87.1,99.5,73.0,83.3,74.7
SOIL000862,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Transition,144.5,29.3,101.5,0.201,6.25,1.838,5.9,1.81,50.4,16.6,88.1,90.0,1.09,Well Drained,0,1.0,Rotation,Vegetable,Malunggay (Moringa),Malunggay (Moringa)|Mais (Corn)|Niyog (Coconut),37.1,79.9,99.1,91.6,88.2,94.1,73.2,98.2,88.8,95.9,93.4,94.4,98.2,96.4,91.3,94.5,100.0,95.8,98.1,62.9,64.7,90.2,97.5,86.6,86.2,79.0
SOIL000623,SOCCSKSARGEN,Sultan Kudarat Clay,Clay,Type IV,Transition,10.2,28.2,150.6,0.301,29.95,1.151,6.0,3.1,53.2,28.5,56.9,60.0,1.06,Well Drained,0,2.8,Monocrop,None,Mangga (Mango),Mangga (Mango)|Niyog (Coconut)|Pechay,26.0,93.8,93.1,85.0,80.6,92.5,87.3,95.8,90.6,91.7,88.5,93.2,93.6,94.2,91.1,92.4,88.7,90.2,89.7,72.1,70.3,93.9,96.3,89.2,80.3,81.0
SOIL001580,MIMAROPA,Occidental Mindoro Clay,Clay,Type I,Wet Season,69.0,28.8,257.0,0.257,8.02,0.645,5.7,2.37,77.2,17.3,72.0,45.0,1.24,Somewhat Poorly Drained,0,4.8,Virgin Land,Unknown,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Mais (Corn),62.9,100.0,83.9,61.3,61.9,82.1,95.2,81.1,78.4,82.5,76.5,79.9,80.4,60.8,55.2,56.2,80.7,63.7,53.6,44.6,41.8,83.9,59.9,82.0,37.1,39.7
SOIL003669,Bicol Region,Camarines Sandy Loam,Sandy Loam,Type II,Dry Season,395.4,25.7,244.4,0.122,4.2,2.914,6.1,0.5,44.5,8.6,61.4,,1.26,Excessively Drained,0,0.5,Rotation,Corn,Malunggay (Moringa),Malunggay (Moringa)|Pinya (Pineapple)|Niyog (Coconut),41.6,56.0,81.3,89.1,84.6,85.6,72.1,93.6,66.7,65.8,70.0,68.4,86.5,90.4,88.1,87.1,97.6,82.5,78.2,72.3,75.9,96.3,86.4,67.0,65.0,65.4
SOIL004404,Northern Mindanao,Lanao Clay,Clay,Type IV,Wet Season,650.8,24.7,159.9,0.203,2.78,1.963,6.5,1.57,82.3,23.8,71.3,120.0,1.2,Well Drained,0,5.7,Virgin Land,Rice,Tubo (Sugarcane),Tubo (Sugarcane)|Pinya (Pineapple)|Malunggay (Moringa),34.1,87.1,89.0,70.9,68.7,87.0,97.3,88.1,87.2,86.8,85.5,86.6,88.9,70.2,71.8,71.4,89.1,70.9,70.5,69.5,66.9,90.9,73.0,80.6,63.2,63.4
SOIL000071,Ilocos Region,Pablo Clay,Clay,Type I,Dry Season,242.1,31.1,32.2,0.187,16.56,4.902,5.8,2.5,46.8,20.7,53.1,45.0,1.25,POORLY DRAINED,0,4.6,Orchard,Corn,Tubo (Sugarcane),Tubo (Sugarcane)|Malunggay (Moringa)|Kamatis (Tomato),37.1,63.1,68.1,66.7,66.1,69.6,74.5,65.9,37.4,45.4,39.4,43.0,66.6,58.3,66.5,61.0,73.8,68.3,69.9,57.3,59.3,63.7,67.6,46.4,54.1,55.2
SOIL003343,Cagayan Valley,Cagayan Sandy Loam,Sandy Loam,Type III,Wet Season,74.0,29.8,202.9,0.163,9.59,3.78,6.4,1.95,65.2,16.0,70.6,90.0,0.99,Poorly Drained,0,0.3,Rotation,Vegetable,Saging (Banana),Saging (Banana)|Niyog (Coconut)|Durian,36.6,80.1,87.4,65.4,72.6,91.1,81.7,90.3,82.0,89.2,88.2,88.0,85.3,70.7,72.2,70.5,84.1,73.2,74.5,64.1,54.5,88.5,64.8,89.7,61.0,57.4
SOIL006524,Central Luzon,Pampanga Clay,Clay,Type I,Dry Season,380.3,28.8,34.4,0.352,4.36,4.248,6.0,3.56,17.1,22.7,79.0,75.0,0.84,Poorly Drained,0,0.6,Fallow,None,Kamatis (Tomato),Kamatis (Tomato)|Tubo (Sugarcane)|Talong (Eggplant),41.3,61.9,68.2,56.8,61.4,73.5,81.5,70.3,41.3,49.6,45.4,43.2,61.3,72.0,66.1,73.9,63.1,78.0,82.6,73.8,72.7,71.9,69.5,47.2,70.0,63.2
SOIL004586,Central Luzon,Candaba Muck,Muck,Type I,Wet Season,25.6,29.0,336.4,0.305,15.09,1.542,6.9,2.58,59.8,29.5,,90.0,1.28,Well Drained,1,1.6,Rotation,Corn,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Kakaw (Cacao),60.8,94.3,91.1,66.7,57.2,90.9,93.0,84.3,79.2,91.8,89.9,86.7,91.7,59.5,61.0,65.2,77.8,65.3,56.1,58.3,51.4,79.2,70.9,80.0,47.8,33.5
SOIL001195,Central Luzon,Pampanga Clay,Clay,Type I,Transition,293.6,27.4,37.3,0.217,8.51,0.665,5.9,2.04,31.8,,84.4,90.0,1.39,Poorly Drained,0,3.6,Fallow,None,Palay (Rice),Palay (Rice)|Malunggay (Moringa)|Mangga (Mango),30.9,86.7,75.4,75.5,77.0,75.0,62.8,71.4,71.1,69.1,70.7,71.1,76.0,75.0,74.6,69.7,82.7,75.0,76.6,62.9,55.8,72.4,79.6,69.7,63.4,67.3
SOIL007768,CAR,Mountain Province Loam,Loam,Type III,Dry Season,807.1,25.3,147.8,0.028,2.68,1.298,4.7,1.32,40.0,13.9,88.1,120.0,1.33,Moderately Well Drained,0,1.9,Monocrop,Rice,Cassava,Cassava|Pinya (Pineapple)|Niyog (Coconut),41.6,59.6,73.7,92.5,82.4,70.1,73.1,88.4,63.4,60.7,57.5,50.9,87.4,71.3,70.4,73.2,88.2,77.3,68.9,73.6,73.9,89.4,85.7,54.6,57.8,59.6
SOIL007400,Western Visayas,Capiz Sandy Loam,Sandy Loam,Type I,Transition,304.3,27.4,5.0,0.211,17.67,0.511,6.4,2.32,31.9,28.0,72.1,45.0,1.19,Well Drained,0,0.8,Rotation,Corn,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Kamatis (Tomato),33.7,71.2,91.0,87.2,90.0,85.3,61.3,93.0,86.3,87.6,89.4,88.5,88.5,91.3,91.7,92.8,95.0,90.7,92.9,75.9,72.1,90.1,92.7,90.1,76.3,77.0
SOIL005653,Western Visayas,Iloilo Clay,Clay,Type I,Transition,162.8,29.1,17.8,0.182,23.33,3.322,6.0,2.16,53.1,22.0,51.6,120.0,1.14,Well Drained,1,1.8,Orchard,Corn,Kamatis (Tomato),Kamatis (Tomato)|Niyog (Coconut)|Ampalaya,20.7,75.2,83.0,72.7,82.4,82.7,70.8,84.0,75.0,80.6,78.5,74.5,78.3,77.7,80.5,83.2,82.9,82.9,85.7,65.0,65.2,78.9,81.9,76.7,70.4,70.4
SOIL000650,Caraga,Agusan Sandy Loam,Sandy Loam,Type II,Dry Season,23.6,28.3,185.6,0.161,6.56,1.604,6.0,0.7,15.0,17.3,71.6,60.0,1.49,Somewhat Poorly Drained,1,5.1,Orchard,Coconut,Mangga (Mango),Mangga (Mango)|Sitaw (String Beans)|Niyog (Coconut),24.0,68.7,88.1,87.1,85.2,82.8,74.2,88.9,70.6,69.8,70.4,66.8,86.2,82.1,90.0,87.9,84.5,86.4,85.8,84.0,76.3,86.1,90.8,66.8,76.1,76.4
SOIL007925,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Dry Season,41.9,29.8,9.7,0.109,4.69,5.0,6.2,0.5,23.0,24.7,48.2,45.0,1.44,Well Drained,0,1.1,Orchard,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Niyog (Coconut),37.2,43.6,75.1,66.0,68.7,75.3,71.1,78.9,51.9,56.3,57.3,52.0,75.4,71.9,62.8,77.4,80.8,76.0,78.7,63.9,58.1,64.2,80.5,52.6,65.0,52.7
SOIL005993,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Wet Season,78.0,29.1,380.2,0.211,5.51,2.708,6.9,1.68,68.3,,63.8,60.0,0.94,Somewhat Poorly Drained,1,10.3,Virgin Land,None,Luya (Ginger),Luya (Ginger)|Niyog (Coconut)|Mais (Corn),67.9,95.0,95.2,59.9,56.0,91.4,91.9,95.4,76.5,92.8,90.4,95.9,88.9,58.6,49.1,62.3,84.6,61.2,56.8,45.2,44.8,66.8,74.1,83.1,44.2,28.0
SOIL005276,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Dry Season,652.8,22.9,116.1,0.172,8.1,2.205,4.7,1.62,28.7,19.2,44.8,150.0,1.43,Moderately Well Drained,0,1.6,Virgin Land,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Mangga (Mango)|Langka (Jackfruit),29.2,73.9,85.8,87.5,85.4,78.7,82.7,91.8,71.9,70.6,72.9,65.8,94.7,87.7,74.7,84.1,95.0,88.2,81.4,73.0,74.1,90.9,94.9,66.0,82.0,73.7
SOIL001277,Zamboanga Peninsula,Zamboanga Clay Loam,Clay Loam,Type IV,Wet Season,260.5,31.1,218.8,0.226,10.0,2.988,5.4,2.39,73.0,10.3,79.5,120.0,1.28,Well Drained,1,3.4,Monocrop,Corn,Niyog (Coconut),Niyog (Coconut)|Kakaw (Cacao)|Abaka (Abaca),62.9,88.2,97.6,70.2,69.0,97.5,98.8,100.0,92.5,100.0,100.0,94.0,98.4,75.0,60.3,67.1,100.0,80.1,66.3,48.3,37.1,92.0,82.9,100.0,56.6,53.4
SOIL001507,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Transition,19.1,28.4,42.6,0.094,53.04,1.424,5.9,1.54,30.2,3.0,45.4,45.0,1.37,Well Drained,1,8.6,Orchard,Vegetable,Malunggay (Moringa),Malunggay (Moringa)|Mais (Corn)|Talong (Eggplant),33.8,76.4,94.9,80.8,80.9,90.3,66.5,84.6,87.4,86.4,85.5,89.0,87.3,93.3,86.1,91.7,97.5,93.9,91.4,67.5,63.7,75.7,91.9,88.1,75.7,75.7
SOIL005425,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Transition,782.7,23.3,176.3,0.066,,1.044,4.5,0.69,49.2,18.5,31.3,45.0,1.48,Somewhat Poorly Drained,0,18.3,Virgin Land,Vegetable,Cassava,Cassava|Pinya (Pineapple)|Langka (Jackfruit),53.2,71.2,68.7,89.1,79.3,68.0,35.9,75.4,74.3,76.3,73.9,72.0,80.2,70.4,72.8,71.9,80.1,71.7,66.1,50.7,50.7,88.6,78.2,65.4,66.6,66.2
SOIL000615,SOCCSKSARGEN,South Cotabato Loam,Loam,Type IV,Wet Season,327.8,26.9,273.6,0.129,7.66,1.636,7.0,,35.7,9.1,84.2,45.0,1.36,Well Drained,0,8.8,Virgin Land,Vegetable,Mais (Corn),Mais (Corn)|Kakaw (Cacao)|Abaka (Abaca),55.2,87.6,100.0,83.8,82.6,95.4,97.4,98.1,93.9,100.0,100.0,99.6,100.0,77.3,76.5,79.1,100.0,85.4,74.1,67.4,67.6,91.2,81.5,90.2,54.7,44.8
SOIL007929,Ilocos Region,Pablo Clay,Clay,Type I,Dry Season,174.5,24.1,8.5,0.074,10.21,0.708,5.5,,38.9,14.9,82.1,60.0,1.19,Somewhat Poorly Drained,0,0.6,Fallow,None,Malunggay (Moringa),Malunggay (Moringa)|Camote|Tubo (Sugarcane),31.2,67.9,72.5,71.1,75.1,69.6,73.3,67.5,48.1,44.8,49.7,50.8,71.1,72.0,61.0,54.5,76.0,69.3,57.8,59.5,65.7,71.0,72.6,50.7,53.4,62.8
SOIL004591,CAR,Baguio Clay Loam,Clay Loam,Type III,Transition,2260.9,16.0,107.7,0.281,4.79,1.063,4.5,4.05,63.8,3.8,44.1,90.0,0.89,Moderately Well Drained,0,1.4,Orchard,Vegetable,Pechay,Pechay|Repolyo (Cabbage)|Kamatis (Tomato),33.9,76.3,83.2,75.5,65.4,72.5,53.6,82.5,82.4,79.6,73.2,72.1,82.4,87.5,68.4,73.5,84.7,77.8,85.7,58.1,58.1,78.2,83.9,71.2,86.2,77.1
SOIL000771,MIMAROPA,Occidental Mindoro Clay,Clay,Type I,Wet Season,35.1,28.9,271.4,0.114,5.77,2.079,6.1,1.38,72.1,10.6,84.7,75.0,1.23,Well Drained,0,6.7,Orchard,None,Tubo (Sugarcane),Tubo (Sugarcane)|Pinya (Pineapple)|Palay (Rice),55.4,85.8,82.8,66.7,70.1,85.5,92.3,79.9,83.4,80.1,82.4,83.0,82.2,58.2,62.9,65.2,83.4,65.7,56.0,53.8,47.2,86.3,70.7,82.1,36.9,40.9
SOIL005386,Cagayan Valley,Tuguegarao Clay Loam,Clay Loam,Type III,Wet Season,174.7,30.9,350.6,0.226,44.13,2.53,6.0,2.03,85.4,24.3,77.6,150.0,1.32,Somewhat Poorly Drained,0,1.0,Rotation,Vegetable,Palay (Rice),Palay (Rice)|Durian|Tubo (Sugarcane),60.5,100.0,91.3,62.3,53.2,91.5,92.4,90.3,88.3,92.4,89.1,87.7,92.4,55.6,55.8,64.8,86.7,63.1,57.6,44.5,42.9,74.2,77.0,94.6,48.5,39.5
SOIL005712,Bicol Region,Bicol Clay,Clay,Type II,Transition,263.8,29.7,124.7,0.274,18.67,0.436,7.2,1.96,31.8,13.4,95.2,75.0,0.96,Excessively Drained,1,4.3,Rotation,Coconut,Niyog (Coconut),Niyog (Coconut)|Malunggay (Moringa)|Mais (Corn),40.5,83.9,84.2,84.0,69.6,74.1,74.1,91.9,61.0,80.4,71.5,73.7,83.4,78.9,81.0,72.4,90.5,81.4,83.2,59.0,57.1,80.0,82.8,56.1,72.7,51.4
SOIL006582,BARMM,Maguindanao Clay,Clay,Type IV,Transition,201.7,30.8,196.9,0.093,29.2,2.283,5.3,1.29,45.0,21.9,63.5,45.0,1.26,Well Drained,0,5.8,Virgin Land,None,Mangga (Mango),Mangga (Mango)|Langka (Jackfruit)|Palay (Rice),50.8,85.4,82.7,81.8,84.3,74.6,70.1,83.0,76.9,83.3,83.6,77.3,86.2,73.9,71.1,69.0,80.9,79.5,63.9,45.4,35.7,84.9,86.5,85.2,56.5,65.6
SOIL004576,Eastern Visayas,Leyte Clay,Clay,Type II,Transition,12.7,27.0,211.5,0.143,7.11,1.976,5.4,1.55,40.6,17.7,,75.0,1.23,Somewhat Poorly Drained,0,1.8,Virgin Land,None,Palay (Rice),Palay (Rice)|Pinya (Pineapple)|Malunggay (Moringa),54.5,95.4,78.9,83.8,79.8,77.3,74.6,80.2,83.7,81.2,82.8,81.8,82.0,78.3,69.5,67.9,84.3,81.6,67.9,48.6,40.9,85.1,82.4,77.3,53.0,67.6
SOIL007548,CALABARZON,Antipolo Clay,Clay,Type III,Dry Season,117.5,24.4,282.5,0.205,17.03,1.195,6.3,2.52,23.7,19.0,32.7,150.0,0.97,Moderately Well Drained,0,0.4,Fallow,None,Tubo (Sugarcane),Tubo (Sugarcane)|Cassava|Saging (Banana),29.1,80.8,87.6,91.5,89.9,91.3,100.0,86.7,73.5,74.3,72.3,72.7,86.7,87.7,83.1,85.0,87.7,91.0,79.2,77.3,77.5,90.9,87.5,72.7,70.9,72.1
SOIL005401,Davao Region,Tagum Clay,Clay,Type IV,Wet Season,557.8,23.4,206.6,0.1,,4.442,5.7,0.63,36.4,11.7,45.3,45.0,1.46,Poorly Drained,0,0.1,Orchard,Vegetable,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Pinya (Pineapple),45.4,83.2,67.4,48.5,52.7,68.3,80.7,68.7,68.1,70.8,67.8,67.6,65.6,50.9,47.4,42.7,62.5,55.2,46.5,42.7,37.8,71.7,46.4,65.3,40.6,47.4
SOIL000085,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,372.5,27.6,201.2,0.058,6.45,3.863,5.7,0.57,47.6,14.5,89.6,45.0,1.38,Somewhat Poorly Drained,0,0.1,Fallow,Corn,Malunggay (Moringa),Malunggay (Moringa)|Tubo (Sugarcane)|Niyog (Coconut),49.0,75.0,77.0,50.2,55.3,77.3,84.1,84.0,76.9,79.6,78.9,72.6,78.5,60.9,47.6,54.5,85.2,63.5,56.3,41.1,36.2,75.8,62.7,79.7,44.2,40.4
